Survey ID,NPS,Reason for Rating,CSAT
28187927,0,madalas walang connection.d maayos n technical support.ang tagal ng may problema s signal d p din naaayos.,0
28186920,0,"Ginawan ako ng ticket at kinabukasan ay may tumawag saking taga PLDT daw at dadalhin na ang kakulangan na RJ45 para sa Cignal. Pero walang pumunta!! At masaklap, isinara ang ticket na wala namang naresolba",7
28345289,5,The customer service representative is fine. The action on the problem is very slow,5
28336815,4,Hanggang ngayon Hindi parin naayos Ang signal namin sa Bahay. Kailangan ko ng internet connections sa asking online ma trabaho.,8
28380913,9,He provide the information that i needed,10
28381164,8,Hindi maopen ang aking sim,8
28370009,2,the service sucks it's always slow connection recently and when i have a repair ticker their technician are super slow to respond to fix the issue like your internet.,10
28196198,10,Malinaw na naipaliliwanag ni customer service ang aking mga ka tanungan.,10
28381035,0,stupid,0
28345915,0,Wala naman nangyayari 3 days na po kami walang connection & nag follow up puro tickets lang ginagawa ng supports,0
28377830,5,Minsan ay matagal ang pagsagot sa tawag,6
28372659,6,So so...,5
28377653,9,Responsive and reliable,9
28201027,7,None,7
28372221,10,The advisor was very helpful and knowledgeable. 10/10,10
28202654,6,Did not wait too long,5
28379841,8,Ok ang response ng Assistance via messenger,10
28374542,7,Sa kadahilan malimit intermittent ang signal considiring fibre optic na ito.,8
28203865,8,Dahil sa aking naging magandang experience sa Customer Service.,8
28203033,0,Agent is unresponsive,0
28202637,9,They are very accommodating,10
28202695,0,Daming offer dami din problem,10
28203044,9,Good,9
28353593,10,"You should reprimand your tech support named Natt and specially EVA called around 4:45 pm for natt yet he just muted the call. I cant understand his/her name and EVA around 5pm both jan 16, 2024. EVA treatment for me is she is telling me that she will drop the call when i am just asking her id # to identify her self. Never did i use profound language nor did i treatend her. You should terminate this kind of agents.",10
28374950,5,"Mabagal na proseso sa pagtugon sa mga problema at sa mga naunang customer service personel na nakausap ko di nagawa masolusyunan ang aking problema.
Naubos ang oras ko kakatawag sa inyong hotline.
Malibang nalang sa huling tawag ko na maayos ko nakausap ang isang customer service personal na hopefully naayos niya ang aking problema sa akin PLDT account.
Sana mas mabilis yun nagagawa ng inyong service na itransfer kming mga customers sa tamang tao na dapat namin makausap .
Salamat",5
28378235,10,It was delivered clearly by your PLDT agent.  She was well versed of my concerns. I am very much satisfied.,10
28377486,8,Supportive ang agent,8
28378350,7,Hindi stable ang internet. Palaging may inaayos sa network. Hindi nag iinform kapag may emergency activity. Hindi automatic ang rebate samantalang alam nilang may problema sila.,9
28378926,5,"Okey naman kausap pero walang nangyari sa pinag usapan,like,pls wait 48hours to resolved the problem.hanggang 1day 3days walang nagbabago o nangyayari sa report na problema...",8
28293038,0,NAPAKAWALANG KWENTA NG TECHNICAL SUPPORT NYO,0
28379370,0,Walang naitulong.,0
28374415,10,Approachable at mabilis tumugon sa concern.,10
28197017,0,My concern wasn't addressed.. nobody went here.. problem still persist..,0
28369644,9,The customer service was helpful today,9
28374946,10,NA,10
28378126,0,"As for our experience dito sa area namin ngayon, first month plng, nakaexperience na kami ng intermittent Internet connection. This month is the worst. Kasi ilang araw at sunod sunod.  We have 3 people who are work from home kaya net connection is essential.",10
28185874,8,Maayos ang pag entertain,8
28189114,10,Mabilis ang pagsagot sa hotline.,10
28374235,0,"Napaka poor ng service nyo pagdating sa pag tugon sa pag ayos ng wifi connection 6days na kaming walang wifi connection nakailang agent na akong nakausap pag tumatawag ako sa hotline nyo ang tanging sinasabi pasencya na po,hindi un ang gusto ko marinig ung assurance na magagawa with in the day.anong oras na ngaun wala parin ung sinasabi ninyong technical support na pupunta para irestore ang wifi connection.ubos na ubos na ung pasencya ko kakaantay.",0
28378970,10,Si maam kriszy lang naka solve ng problema ko,10
28378254,10,"The lady at the other line is so lovely, very approachable, and helpful she deserves an increase, no, let me rephrase she deserve to be promoted 10! 10! 10! 😘😘😘",10
28374614,0,Bad service.,0
28376434,7,magalang nmn po ung agent,7
28376383,10,Super bilis,10
28374416,4,"Your customer service is not so good buti na lang yung nakausap ko after ni Jay, honest siya. I forgot her name. I like the way na sinasabi niya kung ano ang nakikita niya sa account. Feel valued with that girl agent. Her approach was not like good as professional but the way she deliver the information as well as making the best resolution on my concern, I can say she's professional on what shes doing. She deserves to be promoted.",8
28376908,10,Mabilis at maayos na Alston sa pagsagot,10
28377391,7,So far so good.,7
28377209,9,Mabilis action,8
28374697,1,Di maganda kausap Galit ata,0
28375605,0,"No direct lines to  certain services, poor policy",0
28375783,10,"the rep i talked to, i think their name was Adrian was empathetic and provided a resolution in a timely manner.",10
28375323,5,maayos naman pero pagdating sa mga pag aayos ng linya e ang tagal tagal 5 days na red loss wala manlang abiso,5
28375964,10,"Excellent service,  cs in sm mega and 24 hotline are helpful and professional",10
28374736,9,Not giving the rate on the company but on the representative that i talked too earlier,10
28375981,8,.,9
28368647,8,ito lang meron na service dito sa area for now,9
28369158,4,Palaging bumababa ang internet ko  2999 ang aking binabayaran imbes na 400 MB ang speed ng net ko naging 95 MB nalang,8
28201449,5,Customer Service  and Post Sales - very disappointing and annoying. Inconsiderate and uncaring,5
28199415,9,Quick response and resolution to the issue I sent via PLDT website,9
28201041,9,Agent was helpful,9
28373005,10,Fast experience,10
28377540,10,Mabilis ang internet,10
28377269,10,Mhavaet poh siyah ihhhh!,10
28104388,8,Kaylangan maghintay ng 10-15mins.bago may sumagot.,8
28366291,10,It is good to know that we can now talk to a Real agent even though our connrction got cut or has an issue. Joe is knowlegeable. We need more joe.,10
28367487,10,Maganda boses kausap ko at mabait at magaling mag explain ndi mabilis ndi rin mabagal maiintidihan mo talaga explain ng customer service,10
28197979,8,Ok nmn,7
28185491,4,I want results not wait time.,4
28139820,5,Medyo matagal response ni agent eh.,5
28148698,9,Mabilis,5
28363152,6,It's not the chat service but the actual internet connection having issues,6
28373567,1,Take  long time to respond,1
28197956,10,Good cx service,10
28373558,0,Technicians/ customer services are  not helping at all. They are just bots copying and pasting the same info over and over. Ending chats while youre still typing. technicians are not visiting the area but they are tagging your ticket as closed.,0
28373653,10,The customer care rep is so kind and courteous.,10
28372976,7,I can't believe that your system being used by care dept was not configured with smart mobile app. Unacceptable,8
28372988,10,"Maraming promo, good for communication,malakas signal",10
28372577,9,The Customer Service has vividly explained me the answer on my stated queries.,9
28361332,8,Ok naman maganda ang aming pag-uusap.,8
28172226,1,Nagpakabit po kami sa PLDT nung january 7..2 days lang mayroong signal.ilang beses na namin naireport hanggang ngayon wala pa.,1
28198084,7,Ang daming daanan bago makapunta sa right department..at sana if naligaw pwede ma forward na lang.,5
28373015,0,Poor customer service,2
28313971,8,People or agents having different workarounds. Request and tickets may take too long to resolve.,5
28372535,10,Dahil sa best customer service,10
28372342,9,Room for improvement,9
28197912,7,Ok ñab,8
28168374,5,"Machine or voice generated ang sumasagot, walang live in personnor personnel ang mag attend sa call?",5
28198599,10,n/a,10
28371554,2,only bots are answering and taking too long to reply. They are repetetive and do not understand the situation hence no urgency,0
28197031,4,not so helpful on resolving my issues,4
28364439,10,MABILIS NA PAGSAGOT AT AKSIYON SA PROBLEMA SA SIM,10
28165097,0,Very poor,0
28197805,0,"Hanggang ngaun wala pa din po update. Alam naman po ang sira dahil na request na po namin before ung cignal box. Di kami mkanood ng tv. May pumunta wlaang dala, sayang ang araw. Friday ako nag request last week. At ung binabayaran namin 150 to 200 ung speed. Lumalabas 40 lang hay kaya pala napakabagal. On time naman kami mag bayad. May offer sa amin converge din. Pag di nagawa agad ito we plan to switch po.",0
28195461,8,Ererekomenda kasi mabilis ang aksyon nila lalo na pag may problema…kaso need improvement po ang inyong mahinang internet connection.,8
28196568,0,"Dahil ilang araw na akong walang internet,  dahil sa ginagawa ng sub contractor ng PLDT sa taguig hinugot nila ang linya ko na updated ung bayad, para isuksok ung linya ng bagong subscriber. Tinawag ko na ito Jan 12 until now di pa inayos. Cguro dahil nahirapan sila saan nila iconnect yung linya ko since puno na. Ito ung ticket number ko po. 62363101. Sana po maayos nyo itong internet ko ang laki pa naman ng monthly ko 1800 tapos ganito lang. need nyo po disiplinahin o tanggalin ung mga gumagawa na contractor nyo po sa taguiig. Kindly fix this issue asap. Need po ito sa negosyo ko. Maraming salamat po.",0
28176679,9,Mabilis at friendly,9
28195512,10,Because until now we use PLDT for almost 35 years now,10
28195671,5,Request denied,2
28369756,8,Maayos at malinaw ang paliwanag sa akin sa asking mga Tanong.,10
28339395,8,Quick  service response,8
28189039,1,"PLDT hotline is a robot. You try calling to report an internet issue and no human at the other end of the line. PLDT will just give a lame robotic excuse, will give a Turn Around Time, and PLDT will just break that expected TAT then hang up.",0
28360175,6,Ang daming operator na pinagdadaanan,6
28370974,9,She was able to respond in timely manner,7
28370439,9,Maayos na pakikipag-usap. Hindi bastos.,9
28179006,10,Good service,9
28193150,0,Marami akong gustong sabihin to let you know guys how dissapointed I am with your service but I know it will not make any difference. Bullshit!!!!,0
28186652,1,Di naayos ang net connection.,2
28186110,7,"Mahusay ang agent na nag assist, si JC at Arra. Malinaw na naipaliwanag ang concern ko.",9
28182123,10,Very helpful ay bilis ng response,10
28369428,1,tang ina nyo ang bagal nyong gumawa 1week na hindi pa nagagawa buwan buwan may problema internet nyo sayang binabayad namin ang laki nyo company ganyan kayo,3
28369961,0,"During the first month I've already experienced slow internet connection multiple times. Even though I have already called and reported it, the issue still occurs.

I now wanted to cancel my service since you have been inconveniencing me during my work hours. (Since using it for my work was the only reason I needed an internet connection).
You wanted me to pay you a cancellation fee, but you would never compensate me for the work hours that I've lost everytime my system doesn't work because of your incompetent internet connection! 

Your service sucks and I regretted that I gave pldt a chance. My office provided me an internet connection for two years under Converge and I've never experienced this kind of service with them. 

I'm only giving you another week to fix this issue or I am going to complain to any one who would allow me to cancel my service without the cancellation fee since obviously this is all of your fault!

I'm very dissatisfied and disappointed with your service!

I am willing to take this further and see where I can voice out my complaints regarding your service.",0
28368936,0,"My concern since December 2023 was not resolve yet. All the agents that I have spoke with kept on promising that my concern will be expedited and handled by their Supervisor as per those agents but still nothing happens. What kind of escalation process and customer service is that? January 2 I called in and spoke with Devy if I was not mistaken that agent has a horrible customer service skills. He even say fuck you to me over the phone. I have asked for that call to be callibrated and that agent needs a sanction for unpleasing behavior he displayed during our conversation. This experienced that I have can lead me to terminate my plan with you because of your poor customer service, misleading information and unprofessional customer service representative. I am a valued customer of PLDT for many years and with this experienced I was totally disappointed big time. I called in again today and made a follow up. But still same words being said by your representative. It keeps me thinking if I can still trust your agents. Your agents are not willing to help if they are willing to help, my concern should be resolve long time ago way back December 2023. I am asking you to listen to my 1st call with PLDT last January 2,2024. Your agent said fuck you to me over the phone. If you are on my shoes, do you feel happy with that call handling skills? Up until now my concern still left unresolve. No one has an ability to resolve it. Poor Customers Service. 0/10.",0
28173165,6,Your current promo when you top up a load is not budget-friendly as it has an expiration and options on how you can share or spend it is very limited. Advertisement on the app is very deceiving.,4
28368982,8,Maayos any communication,8
28369839,0,Hanggang ngayon wala pa kami linya ng internet 3 days na,5
28369235,8,Satisfying,10
28370441,5,Dahil pansin ko madalas ngayon mabagal ang net,10
28369030,7,Mabilis ang internet at accomodating ang mga customerservice agents,10
28098648,2,Called 3 times already for my international roaming to be activated. I was told everytime it will be activated within a day but never happens.,4
28103582,0,"You have a customer service hotline but the services it offers are not clear and after the long options in calling, the agent will just decline that it is not within their scope.",0
28192784,10,"Agent who supported was able to honestly clarify the modified plan inclusions and supported all questions, concerns raised.",10
28354315,9,Prompt response,10
28178831,0,Mabagal ang action,7
28179790,10,Mabait ang agent kausap at higit sa lahat mabilis sa aking ang action,10
28168196,1,mabagal na pagaayos ng internet connection,1
28158541,3,Wala namang dumating na mag check kahit nag bigay Ng reference number mag Isang lingo na Wala parin ano bayan Wala paring pagbabago Ang PLDT,3
28179201,10,The agent knew her job and Immediate action was taken as well.,10
28185955,10,All good.,10
28358756,10,"Very helpful customer service rep, corteous and attentive",10
28364662,10,Good service no hold rep was polight went straight to the concern.,10
28177671,10,Have fast solution and reccommendation,10
28366712,5,"Losing an internet connection without valid reason is unacceptable. This has been happening to PLDT customers since the company has started providing such service. With that being said the company's service clearly did not improve despite being in the industry for a very long time. This type of incident should have been address and resolve immediately since it did happened to a lot of customers already. And this being unresolved for a longer time (3days given timeline but unsure yet if it will be fixed) means the company did not improve their service and did not made any solutions to this kind of incident. Up until today a lot of customer is suffering from sudden internet loss without proper explanation or reason shows how the company lacks customer satisfaction, service and performance! Such a shame that a company like PLDT who has been in the industry for decades is still having this kind of unresolved issue for a long time. The company chargers such high internet service yet does not give the value of what the customers is paying.",8
28189296,10,Mas mabilis maaksyunan sa hotline kesa s messenger. And petsonalize approach. Sa messenger ang tagal kong naghintay wala namang ginawa. Dalawang beses p ko naputol,9
28364408,6,"Yes, because i did not wait for so long to accommodate my call.",6
28168150,2,"Palaging nawawalan ang internet connection, nagtatagal na ilan araw ang repair ng pldt.....",5
28189670,8,8 kasi di sa lahat ng oras oh araw ay 100% talaga ang net na nakukuha ko sa mga araw na gumagamit ako ng internet ng PLDT wifi fiber,8
28361834,5,Nwala ang data conection ko dp bumabalik,5
28369287,10,The agent is very clear,10
28368683,5,If i hadn’t reach out sa chat baka di pa ma approve sim reg ko,8
28368198,10,Agent was able to restore my service and resolve my concren he/she deserve an incentives from your company,10
28175767,5,Ang dami dutdot tapos hirap makausap or mahanap ang call agent,10
28160896,4,It takes 2-3 days before it was given action,5
28181255,5,Maayos naman matagal lng magreply ung tao mismo,5
28186831,5,Problem is only half resolved,7
28289446,8,Maayos kausap ang mga customer service sa hotline,8
28178542,8,mabilis ang aksyon sa aming concern.,8
28367638,10,Very helpful. Detailed answers,10
28355193,8,Maingay,8
28354929,0,Inadequate service,0
28179373,10,Na,10
28176315,9,Fast internet,8
28337924,2,"Hnd maganda ang service pblik2× ung complaint ko..sa171
Technical dept.surigao branch hnd eni entertain ng mabuti ang complain nagpapasa pasa lang 
Cgnal box is useless nakakawalang gana",2
28186343,7,why do you advertise Plan 1799 but when we apply you will not install it?  it's been 3 months,10
28185459,0,"0 subrang  ng internet, subrang tagal mag response para ayusin an line Kahit na tumawag na sa hotline",1
28364085,8,"To ensure that we are on the same schedule as you, please provide us with the precise day and time of your visit.",7
28187968,0,Disconnected call,0
28300690,7,"The call and resolution was fast but the tracking no. and tracker is not aligned, I was given on text 8 digits the tracker is asking 10 digits. And I was told 3 days but there should be an update within 24 hrs. Still none so the modem still is having same problem and still no technician called me which was the instruction given during this call.",6
28177392,10,Maayos at mabilis ang aksyon,10
28176408,10,Mabait siya,10
28168438,8,Not bad. Good service.,8
28167911,10,Madalinkausap at na hahandle. Nila ang iyong request,10
28179023,6,Accommodating nmn c agent but the sked she gave for technical visit ay hindi po na sunod hanggang ngayon cra pa rin internet nmin isang buwan na grabe ang service niyo ang panget,7
28367378,10,Efficient,10
28367611,10,good service,10
28185978,9,Mabilis na ang pagtawag sa hotline,10
28124742,0,"Agent mention I can upgrade my phone next month. Today I found out, I can't until Feb 2025.",0
28177490,3,My pldt landline plus sim still does not work-- still no service. It has been 12 days now since activation with multiple visits to the pldt office and follow ups on 171 over the past few days. Still no resolution. The hotline agent referred me to the pldt office nearby since they could not solve it while the office told me to wait again since they themselves do not know how to resolve this.. please improve services regarding you pldt landline plus,5
28159521,4,From 600mbps down to 80. Isang linggo na naming experience,5
28177687,8,Sakto lng,8
28175771,3,"Madalas mahina signal lately, then nawala na totally signal since january 7 until now di pa din restore signal",8
28189262,8,our complaint was attended to quickly.,8
28183902,10,great customer service,10
28176221,4,"kasi po.ipinalipat lipat at pinaulit ilit ang pag dial sa 171 ,hindi nmn na resolva ang problema, hanggang ngayun di pa din ma kapag add ng no. sa unli fam call.gindi po nag reresponse ang save,",4
28176974,0,Fix my internet issue please. I've began experiencing drop in my downstream last week Monday. I already followed up twice but there's still no resolution to date.,6
28164822,9,"The app was simple to follow, the csr is respondent and sensitive.",9
28172615,8,Almost the best !,9
28176526,10,Good customer service at madaling makausap ang hotlibe service nyo...thanks,10
28181267,0,Clinose ang aking request kahit hindi pa narelocate ung aking wifi.,1
28363154,8,My concern was easy and I think the person who helped me knew it already.,8
28187705,5,Mahirap po kasing tumawag bihira mo lang sila makontak kaylangan mo pang pumunta ng pldt office para lang makausap mo sila,8
28339518,9,Na,9
28186905,7,"because my internet not yet fix almost 8 m9nths already a pldt man came to my place n they have a big problem my phone number is 
0282449835 .im paying my pldt everymonth no internet very poor service",0
28178777,2,Until now no explanations happen to the problem.so hard to contact your hotline.if you are able to complain next call compuer will answer no one to talk about our querre.,2
28185674,0,need ng CSR tapos puro option AI gago ba kayo!,0
28360694,5,internet problems experienced often,8
28175803,3,mabagal ang pagkumpuni sa aming linya,2
28178581,10,Good Service,10
28360886,0,paulit ulit na problema pero walang resolution,0
28164524,4,"mabilis sana ang pagsagot kaso paulit ulit, lagi nagsisimula sa umpisa. halimbawa ang concern ko is mag follow up ng Modem. kala ilan na na nagpupunta para check ulit modem tapos mag rereport ang tech na modem for replacement. tapos pag mag follow up ako magsisimula nanaman sa umpisa, parang walang record ng mga naunang report.",5
28188064,9,Customer service is sometimes hard to reach. I have monthly downtime experiences where connection just isn't possible or it's too slow. Sometimes there are no scheduled maintenance but the network is just not working. I work from home so stable internet connection is a must. I slight hiccup can cost me my job. And I have been penalized because of the unstable connection. Please schedule your Maintenance 1 week ahead so we can fix our schedule when working.,10
28176084,8,Your customer service associate is responsive and made the initial trouble shooting of the ptoblem reported.,8
28185628,5,5,5
28187042,7,Long wait,7
28177794,7,"We've been waiting for 5 days already that a technician or other staff might check our internet connection, yet there has been no response. We already called 171 last Friday. I hope this feedback reaches out to the staff whom I talked to.",6
28188209,10,They answer my concern nicely,10
28185824,10,"Very friendly na kausap si Ms Janice (if i’m not mistaken, yan po ata name nya)",10
28176882,6,Nag upgrade na ko at may mesh pero bumabagal at nawawalan pa rin ng signal.,8
28358689,8,"The agent is very polite. He was able to explain possible reason for my concern. 

But the queue for the enterprise postpaid account took eternity and ended up having no one to talk to.",8
28164900,1,Hindi maintindihan ang aking concern at paulit ulit ang tanong na parang walang record ng transaction sa system.,1
28187684,8,Mag provide pa sana ng iba pang paraan upang mas mapabilis pa ang service lalo na sa reconnection kagaya dati.,8
28177278,7,Kahit magtumawag ka di naman nabibigyan agad ito ng action. Wla follow up at you need to follow up and call again,9
28160914,5,Matagal ang response,5
28160840,5,Humihina ang net tapos nawawala..ilang araw na wala kami net pag dating gabi nawawala,5
28172770,2,My concern have not been addressed because the cs officer failed to give me the concern transaction number so i can input it in the messenger chatbox. I have not received any response fron messenger. Thank you,8
28164492,6,We suddenly lose our internet connection. This happens every week. It takes a minimum of 8 hours and max of 4 days for the issue to be resolved. I work from home so this is a huge inconvenience to me.,6
28178939,10,Reliable,9
28178093,10,"For CSR, keep it up!",10
28168592,10,Fully Satisfied,10
28172599,10,The best!,10
28366272,10,Mabilis ang pagresponse ng CSR. Sana ay matugunan ang aking problema,10
28360980,9,Good customer service,9
28361305,4,Have to wait for long time before someone talk to you,3
28361892,2,"Slow internet speed, and it has been almost a month now. We upgraded our internet because PLDT had a promo, said it would increase internet speed, but it didn't really made any difference from what I recall.",8
28361024,3,Madalas mahina Ang signal tpos mhirap kayo mkontak at malayo ang ofis,5
28363071,5,"Nothing really happen
Ang bagal pa din",5
28360136,5,Ticket or reference # been closed twice but the problem still not resolved. It's been a week since we don't have internet connection and we are always paying on time. How come this matter always encountered.,5
28358928,5,"Hindi naresolve yung issue ko, kailangan namin ng resolution. No signal and 3G",7
28346284,3,5 days na pong madalas mawalan ng internet kahit na ako lang po ang gumaganet ng wifi and i always updated to my bills eventhough i choose 1299 per month but i always pay 1399 still i experienced this such thing,7
28363782,0,"simula po na na install ang among internet every week nawawala po kami ng connection, sa loob ng 3 months simula ng kinabit.
last Dec 24-25, mahigpit isang araw walang connection,  Dec 31, same sa nangyari ng Dec 24-25, ngaun Jan every week na rin 2x3 times a week nawawala ng connection.
at ngaun simula pa ng Lunes Jan 15, until now Jan 17, 3 araw na kami walang internet connection.",4
28361425,10,Very good customer service the agent was very helpful and courteous.,10
28358609,0,Incompetent agent,0
28362950,6,Ahina ang connection,6
28360101,5,Ok lang..,5
28361927,10,I rate 10 ksi inassist Ako nong nakausap ko sa pldtcares about kng ano ung dapat Gawin,10
28361214,5,Hindi naresolve ang issue.,5
28365947,8,Ok naman kausap sila.,8
28363906,4,Nawala Internet ilng day's plng nakbit,8
28360809,3,Aftersale support  poor,6
28360334,10,Okey naman Service provided ng hotline. Service operator Responsive. Which is given.,10
28361959,10,Being responsive through Twitter.,10
28362864,2,They cannot fix me e sim problem and instead of telling me to go to a smart store to have it fixed they made me call 4x and did not give me a case number until I fervently asked for one,0
28361271,10,Nice pero sana wala nang log. Nag mnsan nawawala net huhu,10
28362859,5,Is too long,5
28360920,10,Accommodating and she addressed all my concerns,10
28126910,9,Mabilis na pag aksyon sa problema,10
28226841,4,5,5
28335962,2,"1st  contact pinag antay ako. nag hung up.  sa kanya ang survey  na to 

2nd contact is a girl, i think risa ang name nya. very polite. i would give her a score of 9. she wasnt able to resolve kasi di nya scope. 

konti na lang ang maayos na customer service sa pldt. karamihan paasa, bastos hilig mag hung up.  sa experience ko the past years  , pldt is next to meralco's disgusting  service. i was almost about to report pldt sa ombudsman a few years back due to huge inconvenience that took a year for u to resolve",9
28126610,2,Mabagal ang respondi ng technical,6
28354560,6,Co'z sometime the net no signal in afternoon maybe around 1hr or more,10
28300684,9,I was entertained and assist me for my quirey. Problem was solved.,9
28290392,5,Laging nawawalan ng in nternet,5
28355857,8,Maayos madaling naresulba tanong ko. Huwag naman sana one at time lang tawag. Maghihintay pa ako maresulba isa problema sa internet. Bago niyo ulit I intertain yong ibang concern. Salamat,8
28334181,10,Dahil mabilis ang response ng smart.,10
28345272,10,Mababait at mabilis ang action nila thank you so much.,10
28351353,10,Quick response,10
28313253,0,2 mos Issue not resolve,10
28353836,10,Satisfied with the transaction,10
28153966,10,Nakausap ko ng maayos ang mga customer representatives at natulungan nila ako sa aking problema.,10
28354370,0,"I have not seen the payment of PHP 2634 from Maya, dated January 16, 2025, at 1:43 am, with reference 4015 1734 6344, posted yet. Your advertised processing time is 30 minutes to 6 hours, but it's been over 24 hours. If my service is disconnected, I have supporting documents proving the payment. I may need to file a complaint with NTC and BSP if this issue persists, as I expect my payments to be processed timely.",0
28262881,0,"Last 4 months may outage, pinakamalala is more than 1 week n wlang net tpos mga technician wlng kwenta",0
28348529,0,Poor service. We cant get the max speed of our internet.,0
28351518,10,CSR is understandable and patient,10
28355238,0,Rude,0
28349999,5,"If by e mail, you mean pldt cares, is no longer functional when I try to communicate my concern last Jan. 15, 2024, so I had to call 171 for directions. The customer service rep then directed me to the website for me to be able to file a request.",5
28336548,10,Very responsive,10
28354470,8,maayos naman kausap ang mga customer service assistant,9
28335407,1,Yung technical support at customer service hindi nagkakapareha ng advise at sinasabi sa customer causong confusions saming mga customer ng pldt,0
28153866,2,"poor service, poor performance monthly nakaka experience ng loose connection sa internet. Matagal at mabagal ang action sa reconnection ng internet. ntime and updated ang payment pero hndi kami satisfied sa performance ng interner connection and wala din rebate sa monthly bill.",3
28341344,0,Dahil mabagal na Ang internet nio khit fiber na buwan buwan nlng nawawala Ang connection Ng internet nio at Ang bagal pa mg responde Ng taga gawa nio,0
28354334,0,WORST INTERNET SERVICE PROVIDER!!!! 🤬 EVERYNIGHT LAGI MAY INTERNET INTERUPTION. I CALLED THE CX SERVICE AND REQUEST FOR ADJUSTMENT BECAUSE DI MAKATARUNGAN NA NAG BABAYAD AKO NG MAAYOS PERO DI KO NAPAPAKINABAGAN NG MAAYOS ANG SERVICE! PATI WORK KO NAAPEKTUHAN DAHIL SA PU***** INTERNET NA TO! VERY USELESS!!! MAS NAPAPAKINABANGAN KO PA ANG BROADBAND KO KESA DITO!!! WALA DIN KWENTA CX SERVICE PARANG SANAY NA SANAY SILA SA PANGET MG SERBISYO NILA!!! NEVER AKO NAG KAROON NG BILLING ADJUSTMENT!! MAWAWALA NG NET PATI TELEPONO WALA TAPOS MAG TETEXT SASABIHIN WAG TUMAWAG SA HOTLINE!! pano kaya ko makapag reklamo kung ganun!!! bwesit na PLDT!!!,0
28355724,10,"Will find ways to
Help",8
28345157,1,Napaka tagal maka connect sa inyo lalo nung walng connection kami halos umabot ng dalwang buwan ni walang umayos,4
28157810,0,poor costumer service,0
28323352,3,1 week no internet connection. 4x being reported and being visited by your technical team but still no internet. sudden no internet connection n even tho paid our billing. technical team dont see any problem on wiring/modem and said the problem was on pldt system. tried to call hotline 4x but still doesn't fix the issue.,3
28348505,9,"Manilis ang sagot ng customer service at helpful din ang kausap ko. However, PLDT internet services still sucks...it's very slow and palaging nawawalan ng signal. How does the claimed 'fiber' helps?",9
28351533,10,Agent is aware of the conceen,10
28340202,10,Sibrang bait nung natawagan ko naayos niya agad ung problema sa internet wala pang 10mins bumalis na internet.,10
28157029,3,Matagal ang proseso sa pag repair,5
28343167,10,they resolved my issue quickly,10
28122155,0,"walang kwenta serbisyo nyo, relocation 5business days. 7business days na dipa napaprocess. inabutan na ng due date yun relocation dipa dumadating tech nyo mga bobo kayo.",0
28354641,9,None,5
28347004,8,Nakaka connect nman yun nga lang may kabagalan,8
28354496,0,"Pangit ang service nyo, laging walang signal, sayang lang",2
28348806,10,Ann was knowledgable and was able to answer my queries satisfactorily.,10
28337685,10,Application to installation was fast.,10
28354193,0,We pay in full we get less connection,2
28356491,10,"Lahat po ng aking katanungan ay naisagot ng costomer care,matagal na po namin subok ang PLDT noon araw pa po, maraming salamat po 🙏🙏",8
28125641,9,Mabilis ang response,9
28353605,10,No long queue; customer care rep  was able to answer all my queries. 100% happy customer!,10
28354783,2,My reason is until now we hasn’t had internet connection and almost again due date our payment for next month!!!,3
28354305,8,Mabilis nmn po kaso lng minsan bigla nlng nawala wla,9
28353636,10,Mabilis ang action,9
28356245,8,K,9
28355418,4,Matagal response ng report. Nase on my experience today. Andito na si pldt fider hindi manlang kumatok tinaqag ko bingi ata pagbaba ko ayun umalis na kasw hindi na kmcontavt hubby ko .  Hindi manlang kumatok or nagdoorbell sa bahay ng nag report haizzz. 9days no internet no signal no phone at all,5
28353854,1,Not well knowledgeable. Sana may notes sa bawat job order para hindi paulit ulit ang customer. Agents keep on pushing us back.,3
28353585,9,Stable internet connection and effective customer service,10
28353348,10,Quick response. Reliable service,10
28354421,10,PLDT provides reliable internet connectivity.,10
28354692,10,The csr was good and explain everything about my request. Unfortunately even my request were not granted I feel that I'm valued as a customer. She explain to me how can I request for payment extension and walk me through on how we can process a request. In line with this iam much happier that she could give her utmost potential to be a help for the customer and that was a great experience for me as a valued customer. Thank you,10
28354043,1,Poor service,8
28353760,5,opo,5
28353779,3,Ang bagal ng service ng relocation nakailang follow up na ko di pa rin naasikaso,5
28354600,10,"The customer agent was very helpful with my concern. Checked my problem, and provided me with reference number to follow up on my concern",10
28354943,7,Kasi po na experience ko ngaun na mabagal ang internet pati walang outgoing yung landline namen 3 days n po,9
28354155,8,Sometimes mabagal pero goods nmn,9
28353790,10,napakahusay ng agent,10
28354722,1,"Upto now, Wala pa din request Kong transfer sa Haus ko ng subscription ko, Nov 23, 2023 ko pa unang request...",3
28356327,6,took to long to understand my request,7
28353653,2,Matagal ang refund. Matagal mag rekonek ng line. Matagal ang aksyon sa lahat ng concerns,4
28354380,9,"The agent was accommodating, friendly tone of voice too. She expedite my request on net upgrade needed for my job. She shows concern too.",9
28355485,9,Malinaw namang nasagot ang lahat ng aking mga katanungan.,10
28353710,0,your customer service didnt help at all!!! Its already 2 days we dont have wifi! We always paying on time!!! Fix it!!@,0
28353521,0,"I called up 2 pm today about my internet connection concern, until now it’s 7:37 PM already, we still have NO INTERNET CONNECTION. Ayusin nyo serbisyo nyo",5
